,rab.all,rab.win.PA2.1,rab.win.PA2.3,diff.btw,diff.win,effect,overlap,we.ep,we.eBH,wi.ep,wi.eBH
ASV383_WRAF01.sp009783515.GB_GCA_009783515_1.,3.513685805,3.829787286,2.482745624,-1.65586574,4.797716213,-0.318198946,0.325800001,0.000311217,0.000763737,1.06E-05,2.98E-05
ASV328_RUG13077.sp902785485.GB_GCA_902785485_1.,5.264795734,5.471020001,4.228254418,-1.243526313,2.360088971,-0.384383924,0.267946412,0.000338207,0.000832036,4.42E-09,1.71E-08
ASV1152_UBA644.sp002299265.GB_GCA_902373415_1.,2.357475417,2.632175596,0.992658545,-1.657212326,3.986689227,-0.363389214,0.317200001,0.000390171,0.000934019,6.22E-06,1.76E-05
ASV43_Merdimonas.faecis.RS_GCF_001754075_1.,6.910369579,7.059747931,6.379189912,-0.676386926,2.074577336,-0.306846058,0.351400001,0.000469915,0.001151918,0.000439067,0.001056352
ASV127_Family_CAG.239,2.735653515,3.294784925,-0.016176627,-2.454697778,6.985719747,-0.328481479,0.357728455,0.000544857,0.001287478,0.000225304,0.000550056
ASV1497_Rubneribacter.badeniensis.RS_GCF_002899695_1.,-2.028362433,-1.717166492,-3.076250868,-1.894769742,5.208452113,-0.329055005,0.354200001,0.000904013,0.001852767,0.002353673,0.004567485
ASV409_UMGS1375.sp900066615.RS_GCF_902363685_1.,5.101436944,5.375983639,3.880177717,-1.466970334,4.115584491,-0.30422711,0.330733854,0.000812296,0.001908392,1.68E-05,4.66E-05
ASV1314_CAG.279.sp900550025.GB_GCA_900550025_1.,-2.819075689,-3.001877628,-1.801394898,1.853982635,6.772375402,0.255810163,0.3674,0.000915669,0.001924552,0.007040578,0.012536884
ASV515_Victivallis.sp002998355.RS_GCF_002998355_1.,5.741231474,5.496037014,6.121310223,0.697488794,2.626401919,0.199690176,0.382323536,0.001053827,0.002193666,0.002217884,0.004870808
ASV134_Genus_Oscillibacter,6.900215859,7.044701916,6.31785413,-0.700083826,1.550935206,-0.375325748,0.310337933,0.001117041,0.002482972,1.36E-06,4.21E-06
ASV769_UBA1103.sp013333515.GB_GCA_013333515_2.,-2.765988518,-2.978993498,-1.535860685,2.170399003,6.120191466,0.333199954,0.349730055,0.001403447,0.0027992,0.002384478,0.004474441
ASV8_Lactobacillus.crispatus.RS_GCF_002088015_1.,8.134933436,8.057424157,8.798675066,0.612285329,3.704308654,0.140684812,0.428914217,0.001954215,0.004379952,0.045791676,0.079852702
ASV2490_Phil1.sp002069725.GB_GCA_002069725_1.,-0.481874442,-0.081100106,-2.057158058,-1.782583258,4.623418178,-0.343191422,0.338600001,0.002223472,0.004471828,0.000244371,0.000556524
ASV490_Family_Acetivibrionaceae,1.204095671,1.510143171,-0.679715971,-1.779220199,4.780950255,-0.321855872,0.343400001,0.0021311,0.00449965,0.000212791,0.0005128
ASV194_Class_Bacteroidia,3.943917821,4.581187251,2.972309556,-2.203057565,5.621450193,-0.326585901,0.344131174,0.002236922,0.00486476,0.000205021,0.000511852
ASV2441_Family_Eggerthellaceae,-0.871231598,-0.435258058,-2.259208374,-1.819513764,5.506383468,-0.300929019,0.3626,0.002717154,0.005448264,0.001499768,0.003102733
ASV2267_Oxalobacter.formigenes_B.RS_GCF_000158475_2.,1.507671223,1.048321448,2.672333905,1.317912476,4.874841554,0.259390882,0.355800001,0.002991601,0.005620196,0.000375793,0.000889865
ASV281_Odoribacter.massiliensis.RS_GCF_900091655_1.,-1.881713639,-2.148386266,0.091585119,2.584495467,7.882657074,0.326946438,0.3658,0.002911531,0.005873296,0.002495442,0.005053181
ASV133_Agathobaculum.sp900291975.RS_GCF_900291975_1.,7.464440273,7.616116859,6.536493104,-0.927068262,2.335007391,-0.362422404,0.343400001,0.00325849,0.006961053,9.21E-05,0.000239384
ASV80_Family_UBA1067,-2.567193499,-2.766011256,-1.515555989,1.554466152,6.285947492,0.219968216,0.374925015,0.003738804,0.007259851,0.010582134,0.017632321
ASV3500_NSJ.63.sp014384805.GB_GCA_014384805_1.,0.557231736,0.831389695,-0.935676259,-1.381547369,4.43152681,-0.283139368,0.345530894,0.003832653,0.007590413,0.000326119,0.000749124
ASV1504_Genus_CAG.485,-2.818692581,-3.00904688,-1.734089576,1.701495512,5.780599749,0.267024384,0.366,0.004311379,0.00777739,0.006626961,0.011271511
ASV88_UMGS1872.sp014237695.GB_GCA_014237695_1.,3.853611377,3.721970302,4.825148181,1.297691725,4.233491272,0.278737052,0.365726855,0.004119744,0.007912215,0.000766615,0.001786979
ASV1207_Alistipes_A.ihumii.RS_GCF_000321205_1.,3.268940423,3.065631343,3.974637479,0.787460877,3.812730661,0.171318181,0.403319336,0.004367726,0.00810531,0.020259711,0.037752033
ASV2_Helicobacter_D.pullorum.RS_GCF_008801855_1.,8.359231524,8.584943231,8.002347051,-0.068431812,5.203571038,-0.011902188,0.49530094,0.003840558,0.00816078,0.939016924,0.95677174
ASV1052_UMGS416.sp900542005.GB_GCA_900542005_1.,1.35178025,1.640460845,-0.116864834,-1.595833669,5.171427824,-0.278441361,0.362327535,0.005556083,0.010949075,0.00117133,0.002581078
ASV213_Massiliomicrobiota.sp002160865.RS_GCF_002160865_1.,5.053140928,5.206022297,4.272982408,-0.952983224,3.303442381,-0.226167688,0.360200001,0.005799375,0.011905853,0.000562137,0.001335423
ASV1919_UBA1191.sp900066305.RS_GCF_902362435_1.,2.819581357,2.977922115,2.130646786,-1.064947117,3.936312356,-0.227093535,0.355528895,0.006653992,0.013282046,0.000291533,0.000704026
ASV2356_Sphaerochaeta_A.coccoides.RS_GCF_000208385_1.,-2.815858727,-3.012073962,-1.752074625,1.73592615,5.385731275,0.285995531,0.362127575,0.008054976,0.013847749,0.007001778,0.011972311
ASV36_RUG350.sp900315995.GB_GCA_900315995_1.,5.549197926,5.764864501,4.02110756,-1.705141163,6.569745266,-0.235979128,0.379124176,0.007014444,0.014187681,0.004240341,0.008925894
ASV301_Merdibacter.sp900543035.GB_GCA_900543035_1.,4.900014195,5.032791781,3.966387703,-1.068194533,5.320443974,-0.188688019,0.383923216,0.008108478,0.016125532,0.002023636,0.004467682
ASV1343_Lachnospira.pectinoschiza_B.RS_GCF_900103815_1.,-1.759928389,-1.461401168,-2.723730679,-1.624751184,5.447607096,-0.26652142,0.379124176,0.010040697,0.016989542,0.011904439,0.020010612
ASV228_Gemmiger_A.sp002160955.RS_GCF_002160955_1.,4.84381856,4.767562836,5.28216115,0.604596629,3.902382023,0.122663085,0.430113977,0.010048178,0.018896299,0.077038435,0.126667746
ASV137_UBA1067.sp002449695.GB_GCA_002449695_1.,-1.450843118,-1.649128162,-0.256300667,1.88916129,6.910289628,0.250547811,0.387122576,0.011714197,0.021157125,0.011395743,0.020670273
ASV6779_CAG.460.sp900751815.RS_GCF_900751815_1.,-1.857490766,-1.549056243,-2.908990739,-1.495905725,4.785467338,-0.2783635,0.365326935,0.013573632,0.022302031,0.005296565,0.009496702
ASV2975_Order_Eubacteriales,-2.136755423,-1.875480246,-3.067120732,-1.448443552,4.772053191,-0.261935952,0.371525695,0.015471553,0.025877411,0.00990706,0.017133832
ASV3110_UBA7862.sp002500135.GB_GCA_002500135_1.,-2.714766021,-2.898955004,-1.700122236,1.604488989,5.375966095,0.270864997,0.3732,0.017812688,0.029333759,0.011858436,0.019867627
ASV103_Family_Muribaculaceae,0.959299201,0.338823384,4.77868526,2.026694346,8.018480337,0.244081419,0.396320736,0.016597104,0.029640049,0.012163538,0.023216247
ASV1100_UBA4951.sp900542595.GB_GCA_900542595_1.,-2.86746377,-2.994760594,-2.205437784,1.254050613,5.706727339,0.194184391,0.400919816,0.017908552,0.030276913,0.051414868,0.076331438
ASV2309_Order_RFN20,-2.634450282,-2.809975092,-1.689329882,1.57730045,5.707524418,0.251985087,0.3812,0.018402644,0.030522283,0.019237915,0.031088786
ASV218_Turicibacter.sanguinis.RS_GCF_013046825_1.,-1.297808773,-1.700846416,1.442699814,2.115468886,6.773013826,0.27802066,0.376,0.019362834,0.033102729,0.004660273,0.009187728
ASV853_Blautia.sp000432195.RS_GCF_902363515_1.,-2.238731666,-2.060538932,-2.898978345,-1.115231941,5.488570297,-0.187881964,0.4078,0.02093522,0.033859285,0.062419829,0.090286945
ASV1970_Phylum_Firmicutes_B,2.236066732,2.444610042,1.288448003,-1.331834249,4.966382085,-0.248084168,0.3676,0.018970413,0.034461709,0.002244236,0.004836293
ASV1522_CAG.873.sp001701165.GB_GCA_001701165_1.,-2.343996874,-2.481124647,-1.625400997,1.591408408,6.476919937,0.221151687,0.3948,0.020363165,0.034472951,0.045452518,0.06936829
ASV261_Genus_Methanocorpusculum,1.167723578,1.736368647,-0.347439596,-1.691139171,7.092743712,-0.233604164,0.394721056,0.019993038,0.035960892,0.01597414,0.029530297
ASV4172_NSJ.53.sp014384795.GB_GCA_014384795_1.,-1.470609351,-1.187987106,-2.496277312,-1.438088776,4.612838996,-0.263317964,0.375124975,0.022510812,0.036880294,0.00742584,0.013353861
ASV3030_Chlamydophila.felis.RS_GCF_000009945_1.,-2.837054553,-3.002443899,-1.946044563,1.508179285,5.28062123,0.256594199,0.375,0.0244124,0.038111767,0.02246277,0.035220467
ASV2064_Zag111.sp001899395.GB_GCA_001899395_1.,-2.842145415,-2.986711685,-2.103447674,1.213609662,5.440502617,0.206799005,0.3994,0.025941275,0.041674877,0.043238391,0.065200344
ASV3093_DTU089.sp002069015.GB_GCA_002069015_1.,-2.839504298,-2.975055477,-2.120816255,1.185886332,5.458866955,0.204640642,0.4014,0.029064628,0.046826352,0.045818754,0.068128959
ASV1167_Roseburia.intestinalis.RS_GCF_900537995_1.,-0.236121352,0.132758524,-1.273621565,-1.342240329,5.882595135,-0.209527303,0.409,0.029829934,0.050726214,0.02760993,0.047671091
ASV1303_Genus_RUG410,-2.499714521,-2.640680458,-1.717961192,1.32744086,6.029147329,0.205304911,0.394921016,0.034437023,0.054433271,0.042541618,0.065444372
ASV98_CAG.196.sp002102975.RS_GCF_900552525_1.,2.518990958,2.077072406,4.508294379,1.353406325,7.189038827,0.172924509,0.416916617,0.035012832,0.058512191,0.031268509,0.055752719
ASV3348_Ruminococcus_C.callidus.RS_GCF_000468015_1.,-2.373467461,-2.521147217,-1.555917601,1.467908614,5.628194559,0.234914242,0.395920816,0.041887469,0.064984114,0.031258195,0.050367866
ASV464_BX7.sp014384765.GB_GCA_014384765_1.,2.194105055,2.317244035,1.874547282,-1.11163124,4.888952149,-0.200513244,0.391721656,0.039036223,0.066430107,0.008842232,0.017376853
ASV571_CAG.269.sp900553125.GB_GCA_900553125_1.,-1.040359149,-0.778686863,-2.01704233,-1.403266117,6.092243508,-0.207797984,0.4036,0.043252813,0.07037332,0.035527317,0.059265841
ASV1070_CACZRW01.sp902783675.GB_GCA_902783675_1.,-1.572419074,-1.760852047,-0.431673422,1.484674545,6.155957908,0.220898027,0.402319536,0.046387829,0.073197676,0.026321791,0.044299247
ASV615_Limosilactobacillus.reuteri_D.RS_GCF_003072625_1.,3.922558454,3.711797514,4.791909301,0.966074882,4.97100511,0.163828723,0.395720856,0.046425429,0.076199906,0.010062636,0.019857232
ASV825_Emergencia.sp009935805.RS_GCF_009935805_1.,3.555902322,3.699800436,2.767361928,-0.786279815,3.269425623,-0.189279586,0.377124576,0.045528258,0.077169758,0.002609177,0.005614261
ASV810_Turicimonas.muris.RS_GCF_002221595_1.,-2.482148232,-2.346920305,-3.01928323,-0.818762677,5.03222723,-0.151526504,0.425714857,0.059437272,0.086346114,0.118244273,0.159952653
ASV1976_CAAFZY01.sp900767645.RS_GCF_900767645_1.,-2.820096864,-2.964030812,-2.137792558,1.104243534,5.243118382,0.1825904,0.4038,0.066448383,0.095609588,0.065398059,0.093884675
ASV1007_Family_Helicobacteraceae,-1.244836188,-1.455084127,-0.171486017,1.180154218,5.83625711,0.184897713,0.411917617,0.074818776,0.110947909,0.049423793,0.079732838
ASV1575_Family_Vallitaleaceae,-1.586990475,-1.434700486,-2.148817964,-1.00142715,5.411362172,-0.167991685,0.4232,0.083349553,0.121995983,0.084725411,0.125767688
ASV412_Anaerobutyricum.sp900016875.RS_GCF_900016875_1.,4.297764681,4.392996893,4.024987839,-0.56794314,4.079317146,-0.111710955,0.432513498,0.075403835,0.122382386,0.078412874,0.128336874
ASV806_UBA1248.sp902784545.GB_GCA_902784545_1.,0.424781265,-0.041627932,1.804782329,1.083632969,5.697721447,0.170965467,0.4146,0.08604519,0.128293379,0.043506351,0.074018635
ASV129_W0P29.029.sp004558035.GB_GCA_004558035_1.,-1.583969857,-1.719368143,-0.899501157,1.134400741,6.075920567,0.163410505,0.4212,0.093271731,0.134747442,0.058358622,0.090189207
ASV247_Eubacterium_R.sp900539845.GB_GCA_900539845_1.,3.761202221,3.962945639,2.602446654,-1.358258842,7.052001649,-0.175122249,0.417116577,0.084617676,0.135229203,0.057444874,0.097062309
ASV1256_Family_Treponemataceae,-2.895143229,-2.976845989,-2.498420681,0.688893685,5.402081546,0.111360102,0.4368,0.095926715,0.136263028,0.215168903,0.274220418
ASV248_Massilistercora.timonensis.RS_GCF_900312975_1.,4.998869566,5.210369091,4.454135426,-0.777580348,3.333669337,-0.173403698,0.385522896,0.087330712,0.1397688,0.003420985,0.007292157
ASV1004_UMGS1864.sp900555835.GB_GCA_900555835_1.,-2.725380808,-2.874063886,-1.99586343,1.12063845,5.17421079,0.191190747,0.4076,0.101254568,0.140295476,0.06729818,0.097155838
ASV3758_Syntrophomonas_B.zehnderi.RS_GCF_000983115_1.,-1.957525826,-1.771537834,-2.645111506,-0.949635749,4.49276658,-0.186796613,0.409518097,0.109662347,0.150589559,0.062156397,0.091296709
ASV1130_Romboutsia_A.weinsteinii.RS_GCF_002250835_2.,-2.650323471,-2.804747196,-1.856303594,1.123497692,5.37098663,0.190715334,0.407318537,0.114192975,0.157547925,0.058867139,0.086661261
ASV3174_Staphylococcus.arlettae.RS_GCF_002902345_1.,-1.919112336,-1.766780168,-2.49954792,-0.911738173,5.208741311,-0.161892315,0.4246,0.11368831,0.158651687,0.113643017,0.159950771
ASV819_Genus_Pygmaiobacter,2.795253585,2.996002049,2.206158704,-0.932311762,4.723586522,-0.174028284,0.389322136,0.10471133,0.159135011,0.006624723,0.013298431
ASV2677_UBA9502.sp003480315.RS_GCF_003480315_1.,-2.528816325,-2.420702853,-2.962006205,-0.694657774,5.060116452,-0.128981162,0.4332,0.120067328,0.163494933,0.192345479,0.24757765
ASV475_UBA1174.sp902791965.GB_GCA_902791965_1.,-1.829385581,-1.986508781,-0.945746435,1.225686939,6.560430569,0.168668916,0.420515897,0.1290647,0.180128292,0.088407739,0.130928011
ASV3579_Genus_14.2,-2.463045809,-2.588882753,-1.836391847,0.974517468,5.584634085,0.154193559,0.4258,0.134719903,0.185303699,0.14797218,0.200497212
ASV3751_Christensenella.minuta.RS_GCF_003628755_1.,-1.992542461,-1.824397744,-2.637231609,-0.87536234,4.698560895,-0.16286104,0.419,0.142449271,0.190003667,0.089007673,0.126506148
ASV2796_Family_Sediminispirochaetaceae,-2.916721986,-3.007581335,-2.484260124,0.691544769,4.99130742,0.121347225,0.440711858,0.144963177,0.191752686,0.196590943,0.249595025
ASV201_Gemmiger.variabilis.RS_GCF_000157955_1.,4.771174277,4.924762117,3.942138166,-0.805449806,3.902870032,-0.172109079,0.403719256,0.130928229,0.199139815,0.009633591,0.019064781
ASV1094_Bifidobacterium.globosum.RS_GCF_000741295_1.,-1.820531751,-1.963502031,-1.023217806,1.053454105,7.111067467,0.138863737,0.435912818,0.146611619,0.203216689,0.126658643,0.1803852
ASV2648_QALA01.sp003343565.GB_GCA_003343565_1.,-2.774940971,-2.887705159,-2.18980395,0.958639221,5.152417118,0.165903702,0.419,0.154718619,0.203462475,0.11635277,0.157906201
ASV2466_Genus_Hydrogenoanaerobacterium,-0.183120198,0.020072567,-0.907257186,-0.819731752,4.619268317,-0.15805713,0.411917617,0.151261262,0.206948523,0.043657543,0.07085372
ASV1878_Anaerofustis.stercorihominis_A.RS_GCF_005844425_1.,-0.520005051,-0.322420137,-1.244465046,-0.877231392,5.043316551,-0.15021437,0.4212,0.15649616,0.214731735,0.069864876,0.108376777
ASV1389_Zag1.sp001765415.GB_GCA_001765415_1.,-2.399831964,-2.51137139,-1.833665296,0.963803009,6.350965425,0.133448871,0.4374,0.171902764,0.230090123,0.161943197,0.219370257
ASV1815_Order_Treponematales,-2.95266546,-2.997398826,-2.755270371,0.476612216,5.275621169,0.073679537,0.459108179,0.182588817,0.237709903,0.381133744,0.450436768
ASV3195_UMGS1071.sp900548305.GB_GCA_900548305_1.,-2.573024009,-2.465703608,-3.016032132,-0.622075838,4.769109385,-0.113733945,0.4394,0.187915329,0.24036986,0.204383067,0.259220659
ASV4070_Family_UBA660,-1.760974837,-1.833086817,-1.401218013,0.84665179,5.57179108,0.140647443,0.442511498,0.183205391,0.242097514,0.198839074,0.264384735
ASV560_Gallibacterium.anatis.RS_GCF_000379785_1.,-1.749327788,-1.622456814,-2.226553637,-0.724876391,5.675178205,-0.108369089,0.4478,0.181617918,0.242188848,0.236696846,0.304525837
ASV4970_UBA2730.sp900320505.GB_GCA_900320505_1.,-2.604283652,-2.483276512,-3.079514212,-0.657984179,4.605478251,-0.118504217,0.435312938,0.200619529,0.254769028,0.179222495,0.230924589
ASV6008_CAG.417.sp902791625.GB_GCA_902791625_1.,-2.182186316,-2.028153212,-2.767896479,-0.763662357,4.832288333,-0.135249267,0.431113777,0.21239076,0.271760349,0.153833888,0.205116153
ASV3513_Genus_Lysinibacillus,-2.802589978,-2.897656981,-2.338541009,0.826390281,4.885670309,0.146580066,0.4298,0.219083579,0.274572446,0.177973782,0.232303096
ASV1547_Enorma.burkinafasonensis.RS_GCF_902150035_1.,-2.504362937,-2.419745926,-2.851193723,-0.574319902,5.614906409,-0.097500913,0.4478,0.215412618,0.276436675,0.290394316,0.359077865
ASV5592_Class_Negativicutes,-2.934573959,-3.003611754,-2.611686498,0.546783962,4.927169593,0.103564483,0.445310938,0.223549846,0.281896678,0.287213277,0.35107524
ASV373_UMGS268.sp900540175.GB_GCA_900540175_1.,0.063054708,0.310932469,-0.693453844,-0.941316116,7.351553126,-0.117876244,0.4446,0.207239672,0.282361056,0.207225736,0.284891062
ASV4931_Order_Erysipelotrichales,-2.716293316,-2.629770079,-3.058168728,-0.539740695,4.738469457,-0.100656975,0.448710258,0.224646206,0.282560932,0.252551763,0.313732876
ASV535_Parabacteroides_B.pacaensis.RS_GCF_900292045_1.,-2.732376809,-2.694295577,-2.889459481,-0.243904283,5.062539993,-0.039886713,0.478504299,0.228910958,0.292313362,0.458212529,0.532206493
ASV502_Genus_Treponema_D,-2.652482821,-2.691096844,-2.467876545,0.466288059,5.133368898,0.07790786,0.459108179,0.234154135,0.30044451,0.407473887,0.482577203
ASV3631_Collinsella.ihuae.RS_GCF_900046475_1.,-2.922833157,-2.996426818,-2.573590955,0.634816678,4.861234674,0.113972258,0.442,0.24225315,0.300941375,0.271234215,0.33332964
ASV1265_Genus_Enterococcus_B,-1.530036569,-1.392626443,-2.045281078,-0.69329107,5.452079482,-0.114104104,0.4452,0.243608394,0.314263093,0.199661806,0.264274259
ASV20_Akkermansia.muciniphila.RS_GCF_000020225_1.,2.371985617,2.136033141,3.264857046,1.0178489,8.561178039,0.108685833,0.447710458,0.243205062,0.329346358,0.268978726,0.365312793
ASV4182_Family_Burkholderiaceae,-2.67701431,-2.75433836,-2.278391366,0.737007991,4.969958253,0.128534424,0.438712258,0.273712728,0.334178898,0.250871282,0.312271535
ASV122_Enterococcus_E.cecorum.RS_GCF_000407565_1.,2.283510446,2.053693537,3.054468114,0.875412725,6.334090654,0.131162582,0.4372,0.253785477,0.33537813,0.169388157,0.248601231
ASV108_Anaerofilum.sp002160015.RS_GCF_002160015_1.,6.136310473,6.249502819,5.772739319,-0.569902796,3.875029274,-0.112924565,0.434313138,0.243922052,0.337038572,0.101224311,0.161260953
ASV3431_UBA2834.sp004561445.GB_GCA_004561445_1.,-2.925876326,-2.987920211,-2.630192676,0.53810695,4.800687371,0.100850117,0.448910218,0.280210783,0.341880093,0.316165639,0.381931701
ASV4741_Pradoshia.eiseniae.RS_GCF_002946355_1.,-2.916500284,-2.989229307,-2.566984549,0.567603233,4.678143199,0.107234028,0.4488,0.282544944,0.344597187,0.275900212,0.339839175
ASV1485_Genus_Aminipila,0.709778515,0.927042666,-0.004833788,-0.686540448,5.114741953,-0.129535042,0.428714257,0.268689071,0.345289147,0.111969547,0.169459446
ASV3039_Family_UBA1829,-2.821327796,-2.919596112,-2.368065831,0.75407193,4.724154313,0.134847458,0.433313338,0.292700658,0.355155673,0.200374334,0.256365344
ASV3848_CAG.127.sp900319515.GB_GCA_014337155_1.,-2.812462746,-2.878735048,-2.504079863,0.556049293,5.155732854,0.097545776,0.453709258,0.293900898,0.360166928,0.325513785,0.393876644
ASV4031_WQXH01.sp009784425.GB_GCA_009784425_1.,-2.711947129,-2.62397835,-3.069887362,-0.568870599,4.5308333,-0.107276474,0.4458,0.299074511,0.364327943,0.28356738,0.347840277
ASV5552_UBA9732.sp902781545.GB_GCA_902781545_1.,-2.924575207,-2.985994704,-2.642924229,0.376626519,4.665499741,0.070917672,0.461907619,0.313420615,0.379774051,0.343161107,0.412096309
ASV3067_Genus_Nitrosomonas,-1.722624072,-1.65204452,-1.981766661,-0.606679857,4.923393785,-0.10309834,0.4464,0.310631934,0.382319576,0.266084354,0.33627969
ASV7512_Enteroscipio.sp000270285.RS_GCF_000270285_1.,-2.72709551,-2.639621099,-3.090664493,-0.484681056,4.51433567,-0.095011469,0.4504,0.342040221,0.410123854,0.300017727,0.365634358
ASV4318_RF16.sp900321605.GB_GCA_900321605_1.,-2.884792689,-2.931950528,-2.671068945,0.408323807,4.930901124,0.073654817,0.4656,0.346659941,0.413132999,0.38142674,0.451716897
ASV161_CAG.495.sp001917125.GB_GCA_001917125_1.,6.981771785,6.910362222,7.390746226,0.365392671,3.838599959,0.079273707,0.455108978,0.321471967,0.415701826,0.250339758,0.349418006
ASV2301_Family_Peptostreptococcaceae,-2.854077188,-2.802805879,-3.072418374,-0.389316641,4.67803526,-0.071693779,0.4606,0.34837845,0.417783742,0.401753474,0.474660128
ASV2915_Proteus.sp001722135.RS_GCF_001722135_1.,-2.791485319,-2.725234407,-3.071490167,-0.426357996,4.536821356,-0.083352292,0.4554,0.352242978,0.420521607,0.359985368,0.42833421
ASV104_CAG.475.sp002449145.GB_GCA_002449145_1.,6.548815064,6.524534656,6.613367618,0.268493702,3.875879668,0.050907427,0.4674,0.327973277,0.421545816,0.394270642,0.501174437
ASV3797_Leuconostoc.lactis.GB_GCA_014651235_1.,-2.915512537,-2.975977974,-2.639137071,0.433627358,4.647596252,0.081534122,0.455708858,0.363175708,0.429601039,0.353632495,0.423641075
ASV14_Genus_Escherichia,5.834783731,5.902800329,5.567033165,-0.376828714,4.189217077,-0.081321881,0.461307739,0.330894199,0.432362737,0.393371602,0.500191777
ASV3367_Family_Butyricicoccaceae,-2.874747745,-2.911894048,-2.710450752,0.31193577,4.937429829,0.053594547,0.4662,0.367066445,0.435781669,0.429409553,0.499967452
ASV1013_UMGS1477.sp900553845.GB_GCA_900553845_1.,-1.862247224,-1.97998065,-1.263766998,0.577496551,6.14004424,0.085884641,0.457108578,0.361092412,0.436304879,0.28436781,0.36012985
ASV826_Clostridium.cuniculi.RS_GCF_004353185_1.,-1.596038555,-1.698536124,-1.089112188,0.685344235,5.961602117,0.103398826,0.4506,0.364528242,0.438949495,0.286181058,0.361438304
ASV1108_Family_Rikenellaceae,-2.456030281,-2.391176325,-2.720715188,-0.451845322,5.321094951,-0.070199376,0.462307539,0.366583588,0.439667993,0.423608515,0.497521754
ASV2193_Mesosutterella.massiliensis.RS_GCF_001182045_1.,-2.87799313,-2.846888614,-3.006514555,-0.236942055,4.741408395,-0.044315364,0.4756,0.384369384,0.453954546,0.472849315,0.544954221
ASV3126_Succiniclasticum.ruminis.RS_GCF_900112895_1.,-2.637551451,-2.676084266,-2.466620781,0.293499245,5.116893746,0.051818065,0.475504899,0.388828965,0.457293565,0.437498528,0.509338372
ASV2215_RUG572.sp902802945.GB_GCA_902802945_1.,-2.584732362,-2.624556379,-2.399848875,0.412154594,5.258128576,0.069533511,0.4644,0.388179266,0.458953646,0.428296128,0.503103267
ASV2799_Traorella.massiliensis.RS_GCF_900104665_1.,-2.646640239,-2.727827429,-2.265861997,0.620035499,5.079224025,0.111819746,0.445710858,0.388937341,0.459426039,0.326363518,0.394677692
ASV6085_CACXMZ01.sp902768975.GB_GCA_902768975_1.,-2.91927428,-2.973346781,-2.673967148,0.287279843,4.525962349,0.055645136,0.4704,0.396168742,0.464644027,0.402254186,0.474315388
ASV5917_Domibacillus.enclensis.RS_GCF_900156125_1.,-2.851581795,-2.905122188,-2.606111703,0.361611685,4.643871228,0.067022481,0.466106779,0.405162396,0.471801122,0.387950335,0.458156243
ASV862_Family_Acidaminococcaceae,-2.911667521,-2.955656378,-2.71773582,0.363926425,4.778399877,0.062797781,0.4684,0.405767519,0.474228175,0.433681822,0.504902708
ASV5605_2011.GWC2.44.17.sp001029695.GB_GCA_001029695_1.,-2.930696613,-2.971235705,-2.746748535,0.288870628,4.677577191,0.051603675,0.470105979,0.408332136,0.477978253,0.41512481,0.486375262
ASV3224_MARSEILLE.P3954.sp900604345.RS_GCF_900604345_1.,-1.942624486,-2.026942442,-1.523087861,0.464455936,5.060968119,0.080954061,0.4616,0.409925792,0.482064922,0.351661691,0.429638417
ASV4613_F23.D06.sp902771655.GB_GCA_902771655_1.,-2.674797746,-2.72210208,-2.465961972,0.386080693,4.90615686,0.06769126,0.4646,0.411029244,0.482305028,0.43217446,0.505255854
ASV7415_Marseille.P2935.sp900104565.RS_GCF_900104565_1.,-2.82654059,-2.76671928,-3.08143328,-0.286146963,4.388947719,-0.054340346,0.471705659,0.40982835,0.482964008,0.389385893,0.459293956
ASV5101_Genus_UBA1232,-2.928713612,-2.963087613,-2.773924065,0.281626418,4.786865615,0.052551251,0.4744,0.414999007,0.483210855,0.443606315,0.514221475
ASV5351_Eubacterium_F.sp003491505.RS_GCF_003477605_1.,-2.88272214,-2.835101753,-3.080463742,-0.364150752,4.574890921,-0.067447355,0.4616,0.41638891,0.488588116,0.43350812,0.504156553
ASV6116_Pseudomonas_A.stutzeri_AE.RS_GCF_000327065_1.,-2.856632277,-2.804812969,-3.070069977,-0.337654444,4.459595944,-0.067249666,0.466706659,0.420391005,0.49160165,0.414358883,0.48472387
ASV5408_Methanomassiliicoccus.luminyensis.RS_GCF_000308215_1.,-2.816894125,-2.755502176,-3.056426426,-0.390162403,4.492191294,-0.073566791,0.462907419,0.421185608,0.491870626,0.403190392,0.473083816
ASV3880_Porphyromonas.loveana.RS_GCF_003096695_1.,-2.839129818,-2.87061131,-2.700919371,0.266833252,4.722839836,0.050093206,0.4744,0.422770369,0.49382355,0.453530227,0.527218815
ASV1812_Family_Anaerovoracaceae,0.383391004,0.397226591,0.301825018,0.432550798,5.44147133,0.070560192,0.466706659,0.419209915,0.499816169,0.363872821,0.455256316
ASV2651_Latilactobacillus.curvatus.RS_GCF_004101845_1.,-2.907236992,-2.874550087,-3.040367949,-0.301612403,4.55761861,-0.057059355,0.472105579,0.430923831,0.503851575,0.463708536,0.537076246
ASV53_Barnesiella.sp003150885.RS_GCF_902363425_1.,3.127479259,2.691764601,4.718104362,0.310270927,7.762985914,0.037940179,0.480503899,0.413180615,0.503887133,0.360152501,0.463286643
ASV557_CAG.917.sp000437555.GB_GCA_000437555_1.,-0.539175979,-0.496023978,-0.719821136,-0.441396692,6.160662875,-0.061636824,0.468506299,0.423051862,0.506963654,0.433711803,0.521455618
